slices,colour,cluster,r,value
T6M_29_1_slice5.pkl,val_red,0,45,28.06
T6M_29_1_slice5.pkl,val_red,0,46,29.87
T6M_29_1_slice5.pkl,val_red,0,47,34
T6M_29_1_slice5.pkl,val_red,0,48,39.14
T6M_29_1_slice5.pkl,val_red,0,49,40.31
T6M_29_1_slice5.pkl,val_red,0,50,43
T6M_29_1_slice5.pkl,val_red,0,51,48.91
T6M_29_1_slice5.pkl,val_red,0,52,50.69
T6M_29_1_slice5.pkl,val_red,0,53,47.17
T6M_29_1_slice5.pkl,val_red,0,54,44.3
T6M_29_1_slice5.pkl,val_red,0,55,42.78
T6M_29_1_slice5.pkl,val_red,0,56,38.9
T6M_29_1_slice5.pkl,val_red,0,57,35.7
T6M_29_1_slice5.pkl,val_red,0,58,31.79
T6M_29_1_slice5.pkl,val_red,0,59,31.58
T6M_29_1_slice5.pkl,val_red,0,60,28.54
T6M_29_1_slice5.pkl,val_red,0,61,27.38
T6M_29_1_slice5.pkl,val_red,0,62,26.01
T6M_29_1_slice5.pkl,val_red,0,63,24.7
T6M_29_1_slice5.pkl,val_red,0,64,23.57
T6M_29_1_slice5.pkl,val_red,0,65,21.98
T6M_29_1_slice5.pkl,val_red,0,66,21.32
T6M_29_1_slice5.pkl,val_red,0,67,20.18
T6M_29_1_slice5.pkl,val_red,0,68,20.39
T6M_29_1_slice5.pkl,val_red,0,69,21.46
T6M_29_1_slice5.pkl,val_red,0,70,22.1
T6M_29_1_slice5.pkl,val_red,0,71,21.28
T6M_29_1_slice5.pkl,val_red,0,72,22.83
T6M_29_1_slice5.pkl,val_red,0,73,22.41
T6M_29_1_slice5.pkl,val_red,0,74,23.6
T6M_29_1_slice5.pkl,val_red,0,75,22.75
T6M_29_1_slice5.pkl,val_red,0,76,23.28
T6M_29_1_slice5.pkl,val_red,0,77,23.99
T6M_29_1_slice5.pkl,val_red,0,78,23.97
T6M_29_1_slice5.pkl,val_red,0,79,24.32
T6M_29_1_slice5.pkl,val_red,0,80,23.9
T6M_29_1_slice5.pkl,val_red,0,81,24.95
T6M_29_1_slice5.pkl,val_red,0,82,24.66
T6M_29_1_slice5.pkl,val_red,0,83,24.64
T6M_29_1_slice5.pkl,val_red,0,84,25.67
T6M_29_1_slice5.pkl,val_red,0,85,26.25
T6M_29_1_slice5.pkl,val_red,0,86,25.71
T6M_29_1_slice5.pkl,val_red,0,87,26.32
T6M_29_1_slice5.pkl,val_red,0,88,26.51
T6M_29_1_slice5.pkl,val_red,0,89,25.43
T6M_29_1_slice5.pkl,val_red,0,90,26.22
T6M_29_1_slice5.pkl,val_red,0,91,25.66
T6M_29_1_slice5.pkl,val_red,0,92,26.07
T6M_29_1_slice5.pkl,val_red,0,93,25.79
T6M_29_1_slice5.pkl,val_red,0,94,25.89
T6M_29_1_slice5.pkl,val_red,0,95,25.03
T6M_29_1_slice5.pkl,val_red,0,96,25.42
T6M_29_1_slice5.pkl,val_red,0,97,24.98
T6M_29_1_slice5.pkl,val_red,0,98,24.64
T6M_29_1_slice5.pkl,val_red,0,99,25.26
T6M_29_1_slice5.pkl,val_red,0,100,24.42
T6M_29_1_slice5.pkl,val_red,0,101,24.98
T6M_29_1_slice5.pkl,val_red,0,102,25.88
T6M_29_1_slice5.pkl,val_red,0,103,26.32
T6M_29_1_slice5.pkl,val_red,0,104,29.11
T6M_29_1_slice5.pkl,val_red,0,105,31.96
T6M_29_1_slice5.pkl,val_red,0,106,35.59
T6M_29_1_slice5.pkl,val_red,0,107,39.92
T6M_29_1_slice5.pkl,val_red,0,108,44.9
T6M_29_1_slice5.pkl,val_red,0,109,49.4
T6M_29_1_slice5.pkl,val_red,0,110,53.91
T6M_29_1_slice5.pkl,val_red,0,111,55.21
T6M_29_1_slice5.pkl,val_red,0,112,54.98
T6M_29_1_slice5.pkl,val_red,0,113,55.18
T6M_29_1_slice5.pkl,val_red,0,114,51.98
T6M_29_1_slice5.pkl,val_red,0,115,49.41
T6M_29_1_slice5.pkl,val_red,0,116,47.16
T6M_29_1_slice5.pkl,val_red,0,117,46.17
T6M_29_1_slice5.pkl,val_red,0,118,45.32
T6M_29_1_slice5.pkl,val_red,0,119,45.1
T6M_29_1_slice5.pkl,val_red,0,120,44.54
T6M_29_1_slice5.pkl,val_red,0,121,45.48
T6M_29_1_slice5.pkl,val_red,0,122,45
T6M_29_1_slice5.pkl,val_red,0,123,43.18
T6M_29_1_slice5.pkl,val_red,0,124,38.07
T6M_29_1_slice5.pkl,val_red,0,125,35.33
T6M_29_1_slice5.pkl,val_red,0,126,33.41
T6M_29_1_slice5.pkl,val_red,0,127,34.1
T6M_29_1_slice5.pkl,val_red,0,128,33.32
T6M_29_1_slice5.pkl,val_red,0,129,34.55
T6M_29_1_slice5.pkl,val_red,0,130,36.67
T6M_29_1_slice5.pkl,val_red,0,131,39.73
T6M_29_1_slice5.pkl,val_red,0,132,44.95
T6M_29_1_slice5.pkl,val_red,0,133,47.13
T6M_29_1_slice5.pkl,val_red,0,134,48.26
T6M_29_1_slice5.pkl,val_red,0,135,49.35
T6M_29_1_slice5.pkl,val_red,0,136,48.59
T6M_29_1_slice5.pkl,val_red,0,137,45.17
T6M_29_1_slice5.pkl,val_red,0,138,42.64
T6M_29_1_slice5.pkl,val_red,0,139,41.33
T6M_29_1_slice5.pkl,val_red,0,140,39.77
T6M_29_1_slice5.pkl,val_red,0,141,40.05
T6M_29_1_slice5.pkl,val_red,0,142,42.68
T6M_29_1_slice5.pkl,val_red,0,143,46.96
T6M_29_1_slice5.pkl,val_red,0,144,51.27
T6M_29_1_slice5.pkl,val_red,0,145,55.88
T6M_29_1_slice5.pkl,val_red,0,146,60.06
T6M_29_1_slice5.pkl,val_red,0,147,63.49
T6M_29_1_slice5.pkl,val_red,0,148,63.07
T6M_29_1_slice5.pkl,val_red,0,149,63.11
T6M_29_1_slice5.pkl,val_red,0,150,62.79
T6M_29_1_slice5.pkl,val_red,0,151,60.39
T6M_29_1_slice5.pkl,val_red,0,152,58.47
T6M_29_1_slice5.pkl,val_red,0,153,57.56
T6M_29_1_slice5.pkl,val_red,0,154,56.22
T6M_29_1_slice5.pkl,val_red,0,155,54.65
T6M_29_1_slice5.pkl,val_red,0,156,52.37
T6M_29_1_slice5.pkl,val_red,0,157,48.23
T6M_29_1_slice5.pkl,val_red,0,158,42.3
T6M_29_1_slice5.pkl,val_red,0,159,39.07
T6M_29_1_slice5.pkl,val_red,0,160,34.65
T6M_29_1_slice5.pkl,val_red,0,161,30.41
T6M_29_1_slice5.pkl,val_red,0,162,28.68
T6M_29_1_slice5.pkl,val_red,0,163,26.99
T6M_29_1_slice5.pkl,val_red,0,164,27.42
T6M_29_1_slice5.pkl,val_red,0,165,28.24
T6M_29_1_slice5.pkl,val_red,0,166,29.72
T6M_29_1_slice5.pkl,val_red,0,167,31.66
T6M_29_1_slice5.pkl,val_red,0,168,32.51
T6M_29_1_slice5.pkl,val_red,0,169,32.41
T6M_29_1_slice5.pkl,val_red,0,170,32.69
T6M_29_1_slice5.pkl,val_red,0,171,32.72
T6M_29_1_slice5.pkl,val_red,0,172,30.87
T6M_29_1_slice5.pkl,val_red,0,173,29.35
T6M_29_1_slice5.pkl,val_red,0,174,28.69
T6M_29_1_slice5.pkl,val_red,0,175,27.64
T6M_29_1_slice5.pkl,val_red,0,176,25.93
T6M_29_1_slice5.pkl,val_red,0,177,25.54
T6M_29_1_slice5.pkl,val_red,0,178,26.26
T6M_29_1_slice5.pkl,val_red,0,179,27.64
T6M_29_1_slice5.pkl,val_red,0,180,29.42
T6M_29_1_slice5.pkl,val_red,0,181,31.6
T6M_29_1_slice5.pkl,val_red,0,182,32.53
T6M_29_1_slice5.pkl,val_red,0,183,35.37
T6M_29_1_slice5.pkl,val_red,0,184,38.34
T6M_29_1_slice5.pkl,val_red,0,185,41.93
T6M_29_1_slice5.pkl,val_red,0,186,45.79
T6M_29_1_slice5.pkl,val_red,0,187,50.47
T6M_29_1_slice5.pkl,val_red,0,188,54.16
T6M_29_1_slice5.pkl,val_red,0,189,55.7
T6M_29_1_slice5.pkl,val_red,0,190,55.68
T6M_29_1_slice5.pkl,val_red,0,191,55.42
T6M_29_1_slice5.pkl,val_red,0,192,54.21
T6M_29_1_slice5.pkl,val_red,0,193,52.32
T6M_29_1_slice5.pkl,val_red,0,194,50.13
T6M_29_1_slice5.pkl,val_red,0,195,44.93
T6M_29_1_slice5.pkl,val_red,0,196,42.66
T6M_29_1_slice5.pkl,val_red,0,197,39.92
T6M_29_1_slice5.pkl,val_red,0,198,39.04
T6M_29_1_slice5.pkl,val_red,0,199,38.91
T6M_29_1_slice5.pkl,val_red,0,200,39.36
T6M_29_1_slice5.pkl,val_red,0,201,38.19
T6M_29_1_slice5.pkl,val_red,0,202,40.38
T6M_29_1_slice5.pkl,val_red,0,203,41.34
T6M_29_1_slice5.pkl,val_red,0,204,40.56
T6M_29_1_slice5.pkl,val_red,0,205,39.15
T6M_29_1_slice5.pkl,val_red,0,206,38.31
T6M_29_1_slice5.pkl,val_red,0,207,36.82
T6M_29_1_slice5.pkl,val_red,0,208,36.35
T6M_29_1_slice5.pkl,val_red,0,209,37.5
T6M_29_1_slice5.pkl,val_red,0,210,41.27
T6M_29_1_slice5.pkl,val_red,0,211,46.5
T6M_29_1_slice5.pkl,val_red,0,212,51.48
T6M_29_1_slice5.pkl,val_red,0,213,57.17
T6M_29_1_slice5.pkl,val_red,0,214,61.58
T6M_29_1_slice5.pkl,val_red,0,215,63.11
T6M_29_1_slice5.pkl,val_red,0,216,64.04
T6M_29_1_slice5.pkl,val_red,0,217,63.44
T6M_29_1_slice5.pkl,val_red,0,218,61.22
T6M_29_1_slice5.pkl,val_red,0,219,61.09
T6M_29_1_slice5.pkl,val_red,0,220,62
T6M_29_1_slice5.pkl,val_red,0,221,61.69
T6M_29_1_slice5.pkl,val_red,0,222,62.61
T6M_29_1_slice5.pkl,val_red,0,223,62.19
T6M_29_1_slice5.pkl,val_red,0,224,62.87
T6M_29_1_slice5.pkl,val_red,0,225,62.67
T6M_29_1_slice5.pkl,val_red,0,226,58.32
T6M_29_1_slice5.pkl,val_red,0,227,53.71
T6M_29_1_slice5.pkl,val_red,0,228,50.64
T6M_29_1_slice5.pkl,val_red,0,229,46.47
T6M_29_1_slice5.pkl,val_red,0,230,43.13
T6M_29_1_slice5.pkl,val_red,0,231,41.35
T6M_29_1_slice5.pkl,val_red,0,232,39.83
T6M_29_1_slice5.pkl,val_red,0,233,39.07
T6M_29_1_slice5.pkl,val_red,0,234,39.66
T6M_29_1_slice5.pkl,val_red,0,235,38.44
T6M_29_1_slice5.pkl,val_red,0,236,37.49
T6M_29_1_slice5.pkl,val_red,0,237,37.19
T6M_29_1_slice5.pkl,val_red,0,238,37.83
T6M_29_1_slice5.pkl,val_red,0,239,35.2
T6M_29_1_slice5.pkl,val_red,0,240,33.78
T6M_29_1_slice5.pkl,val_red,0,241,33.42
T6M_29_1_slice5.pkl,val_red,0,242,33
T6M_29_1_slice5.pkl,val_red,0,243,32.5
T3M_7_1_slice9.pkl,val_red,4,0,573
T3M_7_1_slice9.pkl,val_red,4,1,592.42
T3M_7_1_slice9.pkl,val_red,4,2,590.56
T3M_7_1_slice9.pkl,val_red,4,3,573.48
T3M_7_1_slice9.pkl,val_red,4,4,576.4
T3M_7_1_slice9.pkl,val_red,4,5,560.06
T3M_7_1_slice9.pkl,val_red,4,6,536.23
T3M_7_1_slice9.pkl,val_red,4,7,504.38
T3M_7_1_slice9.pkl,val_red,4,8,471.11
T3M_7_1_slice9.pkl,val_red,4,9,439.76
T3M_7_1_slice9.pkl,val_red,4,10,407.41
T3M_7_1_slice9.pkl,val_red,4,11,383.58
T3M_7_1_slice9.pkl,val_red,4,12,362.99
T3M_7_1_slice9.pkl,val_red,4,13,348.66
T3M_7_1_slice9.pkl,val_red,4,14,346.91
T3M_7_1_slice9.pkl,val_red,4,15,357.25
T3M_7_1_slice9.pkl,val_red,4,16,362.56
T3M_7_1_slice9.pkl,val_red,4,17,378.37
T3M_7_1_slice9.pkl,val_red,4,18,394.07
T3M_7_1_slice9.pkl,val_red,4,19,408.32
T3M_7_1_slice9.pkl,val_red,4,20,417.21
T3M_7_1_slice9.pkl,val_red,4,21,421.45
T3M_7_1_slice9.pkl,val_red,4,22,413.78
T3M_7_1_slice9.pkl,val_red,4,23,400.92
T3M_7_1_slice9.pkl,val_red,4,24,383.79
T3M_7_1_slice9.pkl,val_red,4,25,361.74
T3M_7_1_slice9.pkl,val_red,4,26,339.34
T3M_7_1_slice9.pkl,val_red,4,27,314.5
T3M_7_1_slice9.pkl,val_red,4,28,289.04
T3M_7_1_slice9.pkl,val_red,4,29,266.83
T3M_7_1_slice9.pkl,val_red,4,30,248.74
T3M_7_1_slice9.pkl,val_red,4,31,241.06
T3M_7_1_slice9.pkl,val_red,4,32,239.79
T3M_7_1_slice9.pkl,val_red,4,33,249.87
T3M_7_1_slice9.pkl,val_red,4,34,267.36
T3M_7_1_slice9.pkl,val_red,4,35,285.59
T3M_7_1_slice9.pkl,val_red,4,36,311.19
T3M_7_1_slice9.pkl,val_red,4,37,327.73
T3M_7_1_slice9.pkl,val_red,4,38,347.76
T3M_7_1_slice9.pkl,val_red,4,39,364.04
T3M_7_1_slice9.pkl,val_red,4,40,374.07
T3M_7_1_slice9.pkl,val_red,4,41,378.86
T3M_7_1_slice9.pkl,val_red,4,42,377.6
T3M_7_1_slice9.pkl,val_red,4,43,376.93
T3M_7_1_slice9.pkl,val_red,4,44,370.42
T3M_7_1_slice9.pkl,val_red,4,45,368.6
T3M_7_1_slice9.pkl,val_red,4,46,363.59
T3M_7_1_slice9.pkl,val_red,4,47,357.67
T3M_7_1_slice9.pkl,val_red,4,48,352.98
T3M_7_1_slice9.pkl,val_red,4,49,352.41
T3M_7_1_slice9.pkl,val_red,4,50,354.2
T3M_7_1_slice9.pkl,val_red,4,51,358.95
T3M_7_1_slice9.pkl,val_red,4,52,363.18
T3M_7_1_slice9.pkl,val_red,4,53,371.49
T3M_7_1_slice9.pkl,val_red,4,54,377.77
T3M_7_1_slice9.pkl,val_red,4,55,386.74
T3M_7_1_slice9.pkl,val_red,4,56,393.68
T3M_7_1_slice9.pkl,val_red,4,57,401.29
T3M_7_1_slice9.pkl,val_red,4,58,398.84
T3M_7_1_slice9.pkl,val_red,4,59,396.72
T3M_7_1_slice9.pkl,val_red,4,60,390.77
T3M_7_1_slice9.pkl,val_red,4,61,387.89
T3M_7_1_slice9.pkl,val_red,4,62,384.6
T3M_7_1_slice9.pkl,val_red,4,63,377.6
T3M_7_1_slice9.pkl,val_red,4,64,378.25
T3M_7_1_slice9.pkl,val_red,4,65,377
T3M_7_1_slice9.pkl,val_red,4,66,379.4
T3M_7_1_slice9.pkl,val_red,4,67,385.8
T3M_7_1_slice9.pkl,val_red,4,68,395.92
T3M_7_1_slice9.pkl,val_red,4,69,402.04
T3M_7_1_slice9.pkl,val_red,4,70,409.66
T3M_7_1_slice9.pkl,val_red,4,71,418.04
T3M_7_1_slice9.pkl,val_red,4,72,417.45
T3M_7_1_slice9.pkl,val_red,4,73,423.24
T3M_7_1_slice9.pkl,val_red,4,74,418.92
T3M_7_1_slice9.pkl,val_red,4,75,414.08
T3M_7_1_slice9.pkl,val_red,4,76,406.45
T3M_7_1_slice9.pkl,val_red,4,77,397.68
T3M_7_1_slice9.pkl,val_red,4,78,391.1
T3M_7_1_slice9.pkl,val_red,4,79,384.03
T3M_7_1_slice9.pkl,val_red,4,80,383.03
T3M_7_1_slice9.pkl,val_red,4,81,378.23
T3M_7_1_slice9.pkl,val_red,4,82,381.4
T3M_7_1_slice9.pkl,val_red,4,83,389.69
T3M_7_1_slice9.pkl,val_red,4,84,395.17
T3M_7_1_slice9.pkl,val_red,4,85,402.64
T3M_7_1_slice9.pkl,val_red,4,86,411.16
T3M_7_1_slice9.pkl,val_red,4,87,419.96
T3M_7_1_slice9.pkl,val_red,4,88,425.29
T3M_7_1_slice9.pkl,val_red,4,89,431.57
T3M_7_1_slice9.pkl,val_red,4,90,431.81
T3M_7_1_slice9.pkl,val_red,4,91,433.13
T3M_7_1_slice9.pkl,val_red,4,92,431.45
T3M_7_1_slice9.pkl,val_red,4,93,428.68
T3M_7_1_slice9.pkl,val_red,4,94,426.07
T3M_7_1_slice9.pkl,val_red,4,95,424.56
T3M_7_1_slice9.pkl,val_red,4,96,428.57
T3M_7_1_slice9.pkl,val_red,4,97,429.69
T3M_7_1_slice9.pkl,val_red,4,98,431.72
T3M_7_1_slice9.pkl,val_red,4,99,438.18
T3M_7_1_slice9.pkl,val_red,4,100,442.9
T3M_7_1_slice9.pkl,val_red,4,101,448.86
T3M_7_1_slice9.pkl,val_red,4,102,454
T3M_7_1_slice9.pkl,val_red,4,103,455.55
T3M_7_1_slice9.pkl,val_red,4,104,457.43
T3M_7_1_slice9.pkl,val_red,4,105,458.1
T3M_7_1_slice9.pkl,val_red,4,106,456.62
T3M_7_1_slice9.pkl,val_red,4,107,455.22
T3M_7_1_slice9.pkl,val_red,4,108,452.22
T3M_7_1_slice9.pkl,val_red,4,109,445.11
T3M_7_1_slice9.pkl,val_red,4,110,437.79
T3M_7_1_slice9.pkl,val_red,4,111,429.75
T3M_7_1_slice9.pkl,val_red,4,112,421.66
T3M_7_1_slice9.pkl,val_red,4,113,413.55
T3M_7_1_slice9.pkl,val_red,4,114,408.81
T3M_7_1_slice9.pkl,val_red,4,115,401.53
T3M_7_1_slice9.pkl,val_red,4,116,399.63
T3M_7_1_slice9.pkl,val_red,4,117,396.48
T3M_7_1_slice9.pkl,val_red,4,118,395.02
T3M_7_1_slice9.pkl,val_red,4,119,396.54
T3M_7_1_slice9.pkl,val_red,4,120,395.72
T3M_7_1_slice9.pkl,val_red,4,121,399.49
T3M_7_1_slice9.pkl,val_red,4,122,403.27
T3M_7_1_slice9.pkl,val_red,4,123,406.91
T3M_7_1_slice9.pkl,val_red,4,124,408.29
T3M_7_1_slice9.pkl,val_red,4,125,412.14
T3M_7_1_slice9.pkl,val_red,4,126,411.06
T3M_7_1_slice9.pkl,val_red,4,127,412.73
T3M_7_1_slice9.pkl,val_red,4,128,410.83
T3M_7_1_slice9.pkl,val_red,4,129,402.78
T3M_7_1_slice9.pkl,val_red,4,130,399.92
T3M_7_1_slice9.pkl,val_red,4,131,391.96
T3M_7_1_slice9.pkl,val_red,4,132,387.15
T3M_7_1_slice9.pkl,val_red,4,133,382.42
T3M_7_1_slice9.pkl,val_red,4,134,378.43
T3M_7_1_slice9.pkl,val_red,4,135,374.82
T3M_7_1_slice9.pkl,val_red,4,136,374.52
T3M_7_1_slice9.pkl,val_red,4,137,376.51
T3M_7_1_slice9.pkl,val_red,4,138,380.45
T3M_7_1_slice9.pkl,val_red,4,139,385.99
T3M_7_1_slice9.pkl,val_red,4,140,391.87
T3M_7_1_slice9.pkl,val_red,4,141,397.78
T3M_7_1_slice9.pkl,val_red,4,142,399.31
T3M_7_1_slice9.pkl,val_red,4,143,400.75
T3M_7_1_slice9.pkl,val_red,4,144,403.13
T3M_7_1_slice9.pkl,val_red,4,145,403.06
T3M_7_1_slice9.pkl,val_red,4,146,402.07
T3M_7_1_slice9.pkl,val_red,4,147,401.62
T3M_7_1_slice9.pkl,val_red,4,148,397.4
T3M_7_1_slice9.pkl,val_red,4,149,394.71
T3M_7_1_slice9.pkl,val_red,4,150,390.99
T3M_7_1_slice9.pkl,val_red,4,151,386.64
T3M_7_1_slice9.pkl,val_red,4,152,379.83
T3M_7_1_slice9.pkl,val_red,4,153,373.9
T3M_7_1_slice9.pkl,val_red,4,154,366.09
T3M_7_1_slice9.pkl,val_red,4,155,360.59
T3M_7_1_slice9.pkl,val_red,4,156,356.87
T3M_7_1_slice9.pkl,val_red,4,157,347.79
T3M_7_1_slice9.pkl,val_red,4,158,342.36
T3M_7_1_slice9.pkl,val_red,4,159,336.51
T3M_7_1_slice9.pkl,val_red,4,160,335.54
T3M_7_1_slice9.pkl,val_red,4,161,330.61
T3M_7_1_slice9.pkl,val_red,4,162,324.57
T3M_7_1_slice9.pkl,val_red,4,163,323.61
T3M_7_1_slice9.pkl,val_red,4,164,316.74
T3M_7_1_slice9.pkl,val_red,4,165,312.32
T3M_7_1_slice9.pkl,val_red,4,166,308.94
T3M_7_1_slice9.pkl,val_red,4,167,303.37
T3M_7_1_slice9.pkl,val_red,4,168,300.74
T3M_7_1_slice9.pkl,val_red,4,169,299.07
T3M_7_1_slice9.pkl,val_red,4,170,304.79
T3M_7_1_slice9.pkl,val_red,4,171,311.75
T3M_7_1_slice9.pkl,val_red,4,172,324.57
T3M_7_1_slice9.pkl,val_red,4,173,339.01
T3M_7_1_slice9.pkl,val_red,4,174,352.82
T3M_7_1_slice9.pkl,val_red,4,175,369.61
T3M_7_1_slice9.pkl,val_red,4,176,383.96
T3M_7_1_slice9.pkl,val_red,4,177,395.81
T3M_7_1_slice9.pkl,val_red,4,178,404.1
T3M_7_1_slice9.pkl,val_red,4,179,407.5
T3M_7_1_slice9.pkl,val_red,4,180,407.5
T3M_7_1_slice9.pkl,val_red,4,181,402.84
T3M_7_1_slice9.pkl,val_red,4,182,393.11
T3M_7_1_slice9.pkl,val_red,4,183,379.3
T3M_7_1_slice9.pkl,val_red,4,184,361.12
T3M_7_1_slice9.pkl,val_red,4,185,340.86
T3M_7_1_slice9.pkl,val_red,4,186,321.25
T3M_7_1_slice9.pkl,val_red,4,187,300.23
T3M_7_1_slice9.pkl,val_red,4,188,280.72
T3M_7_1_slice9.pkl,val_red,4,189,265.02
T3M_7_1_slice9.pkl,val_red,4,190,250.83
T3M_7_1_slice9.pkl,val_red,4,191,239.23
T3M_7_1_slice9.pkl,val_red,4,192,233.95
T3M_7_1_slice9.pkl,val_red,4,193,234.29
T3M_7_1_slice9.pkl,val_red,4,194,234.98
T3M_7_1_slice9.pkl,val_red,4,195,236.67
T3M_7_1_slice9.pkl,val_red,4,196,241.38
T3M_7_1_slice9.pkl,val_red,4,197,242.95
T3M_7_1_slice9.pkl,val_red,4,198,244.15
T3M_7_1_slice9.pkl,val_red,4,199,239.71
T3M_7_1_slice9.pkl,val_red,4,200,236.15
T3M_7_1_slice9.pkl,val_red,4,201,229.2
T3M_7_1_slice9.pkl,val_red,4,202,224.07
T3M_7_1_slice9.pkl,val_red,4,203,225.93
T3M_7_1_slice9.pkl,val_red,4,204,223.59
T3M_7_1_slice9.pkl,val_red,4,205,226.07
T3M_7_1_slice9.pkl,val_red,4,206,234.4
T3M_7_1_slice9.pkl,val_red,4,207,245.86
T3M_7_1_slice9.pkl,val_red,4,208,263.57
T3M_7_1_slice9.pkl,val_red,4,209,287.08
T3M_7_1_slice9.pkl,val_red,4,210,307.59
T3M_7_1_slice9.pkl,val_red,4,211,338.49
T3M_7_1_slice9.pkl,val_red,4,212,361.35
T3M_7_1_slice9.pkl,val_red,4,213,386.59
T3M_7_1_slice9.pkl,val_red,4,214,405.45
T3M_7_1_slice9.pkl,val_red,4,215,424.17
T3M_7_1_slice9.pkl,val_red,4,216,434.22
T3M_7_1_slice9.pkl,val_red,4,217,446.49
T3M_7_1_slice9.pkl,val_red,4,218,450.03
T3M_7_1_slice9.pkl,val_red,4,219,448.64
T3M_7_1_slice9.pkl,val_red,4,220,447.11
T3M_7_1_slice9.pkl,val_red,4,221,442.45
T3M_7_1_slice9.pkl,val_red,4,222,437.54
T3M_7_1_slice9.pkl,val_red,4,223,433.28
T3M_7_1_slice9.pkl,val_red,4,224,427.6
T3M_7_1_slice9.pkl,val_red,4,225,425.16
T3M_7_1_slice9.pkl,val_red,4,226,424.56
T3M_7_1_slice9.pkl,val_red,4,227,423.82
T3M_7_1_slice9.pkl,val_red,4,228,420.65
T3M_7_1_slice9.pkl,val_red,4,229,419.82
T3M_7_1_slice9.pkl,val_red,4,230,417.26
T3M_7_1_slice9.pkl,val_red,4,231,416.99
T3M_7_1_slice9.pkl,val_red,4,232,413.33
T3M_7_1_slice9.pkl,val_red,4,233,412.19
T3M_7_1_slice9.pkl,val_red,4,234,410.54
T3M_7_1_slice9.pkl,val_red,4,235,408.41
T3M_7_1_slice9.pkl,val_red,4,236,408.09
T3M_7_1_slice9.pkl,val_red,4,237,411.09
T3M_7_1_slice9.pkl,val_red,4,238,412.73
T3M_7_1_slice9.pkl,val_red,4,239,415.85
T3M_7_1_slice9.pkl,val_red,4,240,420.22
T3M_7_1_slice9.pkl,val_red,4,241,424.63
T3M_7_1_slice9.pkl,val_red,4,242,428.13
T3M_7_1_slice9.pkl,val_red,4,243,434.22
T2M_6_1_slice1.pkl,val_red,6,0,97
T2M_6_1_slice1.pkl,val_red,6,1,105.92
T2M_6_1_slice1.pkl,val_red,6,2,104.6
T2M_6_1_slice1.pkl,val_red,6,3,95.58
T2M_6_1_slice1.pkl,val_red,6,4,89.7
T2M_6_1_slice1.pkl,val_red,6,5,89.01
T2M_6_1_slice1.pkl,val_red,6,6,80.96
T2M_6_1_slice1.pkl,val_red,6,7,79.77
T2M_6_1_slice1.pkl,val_red,6,8,82.4
T2M_6_1_slice1.pkl,val_red,6,9,84.4
T2M_6_1_slice1.pkl,val_red,6,10,84.92
T2M_6_1_slice1.pkl,val_red,6,11,92.06
T2M_6_1_slice1.pkl,val_red,6,12,97.55
T2M_6_1_slice1.pkl,val_red,6,13,106.9
T2M_6_1_slice1.pkl,val_red,6,14,113.01
T2M_6_1_slice1.pkl,val_red,6,15,128.79
T2M_6_1_slice1.pkl,val_red,6,16,153.39
T2M_6_1_slice1.pkl,val_red,6,17,193.89
T2M_6_1_slice1.pkl,val_red,6,18,229.74
T2M_6_1_slice1.pkl,val_red,6,19,285.02
T2M_6_1_slice1.pkl,val_red,6,20,340.95
T2M_6_1_slice1.pkl,val_red,6,21,392.08
T2M_6_1_slice1.pkl,val_red,6,22,417.75
T2M_6_1_slice1.pkl,val_red,6,23,434.04
T2M_6_1_slice1.pkl,val_red,6,24,433.44
T2M_6_1_slice1.pkl,val_red,6,25,410
T2M_6_1_slice1.pkl,val_red,6,26,377.77
T2M_6_1_slice1.pkl,val_red,6,27,334.82
T2M_6_1_slice1.pkl,val_red,6,28,283.8
T2M_6_1_slice1.pkl,val_red,6,29,236.56
T2M_6_1_slice1.pkl,val_red,6,30,193.97
T2M_6_1_slice1.pkl,val_red,6,31,159.31
T2M_6_1_slice1.pkl,val_red,6,32,130.88
T2M_6_1_slice1.pkl,val_red,6,33,115.08
T2M_6_1_slice1.pkl,val_red,6,34,101.91
T2M_6_1_slice1.pkl,val_red,6,35,97.37
T2M_6_1_slice1.pkl,val_red,6,36,94.78
T2M_6_1_slice1.pkl,val_red,6,37,92.34
T2M_6_1_slice1.pkl,val_red,6,38,93.16
T2M_6_1_slice1.pkl,val_red,6,39,99.04
T2M_6_1_slice1.pkl,val_red,6,40,104.76
T2M_6_1_slice1.pkl,val_red,6,41,113
T2M_6_1_slice1.pkl,val_red,6,42,125.92
T2M_6_1_slice1.pkl,val_red,6,43,144.69
T2M_6_1_slice1.pkl,val_red,6,44,166.6
T2M_6_1_slice1.pkl,val_red,6,45,192.88
T2M_6_1_slice1.pkl,val_red,6,46,225.79
T2M_6_1_slice1.pkl,val_red,6,47,255.96
T2M_6_1_slice1.pkl,val_red,6,48,283.88
T2M_6_1_slice1.pkl,val_red,6,49,310.06
T2M_6_1_slice1.pkl,val_red,6,50,319.14
T2M_6_1_slice1.pkl,val_red,6,51,322.06
T2M_6_1_slice1.pkl,val_red,6,52,313.41
T2M_6_1_slice1.pkl,val_red,6,53,294.02
T2M_6_1_slice1.pkl,val_red,6,54,268.55
T2M_6_1_slice1.pkl,val_red,6,55,234.7
T2M_6_1_slice1.pkl,val_red,6,56,194.54
