slices,colour,cluster,r,value
T2M_6_1_slice1.pkl,val_green,2,9,384.76
T2M_6_1_slice1.pkl,val_green,2,10,393.72
T2M_6_1_slice1.pkl,val_green,2,11,376.72
T2M_6_1_slice1.pkl,val_green,2,12,387.58
T2M_6_1_slice1.pkl,val_green,2,13,360.26
T2M_6_1_slice1.pkl,val_green,2,14,347.02
T2M_6_1_slice1.pkl,val_green,2,15,329.61
T2M_6_1_slice1.pkl,val_green,2,16,283.23
T2M_6_1_slice1.pkl,val_green,2,17,235.85
T2M_6_1_slice1.pkl,val_green,2,18,204.25
T2M_6_1_slice1.pkl,val_green,2,19,174.39
T2M_6_1_slice1.pkl,val_green,2,20,161.89
T2M_6_1_slice1.pkl,val_green,2,21,157.95
T2M_6_1_slice1.pkl,val_green,2,22,174.34
T2M_6_1_slice1.pkl,val_green,2,23,177.35
T2M_6_1_slice1.pkl,val_green,2,24,197.55
T2M_6_1_slice1.pkl,val_green,2,25,202.74
T2M_6_1_slice1.pkl,val_green,2,26,208.99
T2M_6_1_slice1.pkl,val_green,2,27,218.06
T2M_6_1_slice1.pkl,val_green,2,28,232.87
T2M_6_1_slice1.pkl,val_green,2,29,257.05
T2M_6_1_slice1.pkl,val_green,2,30,288.02
T2M_6_1_slice1.pkl,val_green,2,31,321.02
T2M_6_1_slice1.pkl,val_green,2,32,343.71
T2M_6_1_slice1.pkl,val_green,2,33,356.24
T2M_6_1_slice1.pkl,val_green,2,34,370.75
T2M_6_1_slice1.pkl,val_green,2,35,368.66
T2M_6_1_slice1.pkl,val_green,2,36,370.47
T2M_6_1_slice1.pkl,val_green,2,37,377.11
T2M_6_1_slice1.pkl,val_green,2,38,362.74
T2M_6_1_slice1.pkl,val_green,2,39,362.66
T2M_6_1_slice1.pkl,val_green,2,40,344.85
T2M_6_1_slice1.pkl,val_green,2,41,338.69
T2M_6_1_slice1.pkl,val_green,2,42,334.85
T2M_6_1_slice1.pkl,val_green,2,43,312.39
T2M_6_1_slice1.pkl,val_green,2,44,287.14
T2M_6_1_slice1.pkl,val_green,2,45,258.82
T2M_6_1_slice1.pkl,val_green,2,46,237.79
T2M_6_1_slice1.pkl,val_green,2,47,217.4
T2M_6_1_slice1.pkl,val_green,2,48,198.11
T2M_6_1_slice1.pkl,val_green,2,49,186.89
T2M_6_1_slice1.pkl,val_green,2,50,190.58
T2M_6_1_slice1.pkl,val_green,2,51,184.72
T2M_6_1_slice1.pkl,val_green,2,52,188.47
T2M_6_1_slice1.pkl,val_green,2,53,201.34
T2M_6_1_slice1.pkl,val_green,2,54,220.56
T2M_6_1_slice1.pkl,val_green,2,55,251.01
T2M_6_1_slice1.pkl,val_green,2,56,283.02
T2M_6_1_slice1.pkl,val_green,2,57,305.79
T2M_6_1_slice1.pkl,val_green,2,58,329.47
T2M_6_1_slice1.pkl,val_green,2,59,340.31
T2M_6_1_slice1.pkl,val_green,2,60,339.51
T2M_6_1_slice1.pkl,val_green,2,61,351.92
T2M_6_1_slice1.pkl,val_green,2,62,357.91
T2M_6_1_slice1.pkl,val_green,2,63,361.81
T2M_6_1_slice1.pkl,val_green,2,64,373
T2M_6_1_slice1.pkl,val_green,2,65,372.28
T2M_6_1_slice1.pkl,val_green,2,66,371.24
T2M_6_1_slice1.pkl,val_green,2,67,372.21
T2M_6_1_slice1.pkl,val_green,2,68,378.83
T2M_6_1_slice1.pkl,val_green,2,69,377.38
T2M_6_1_slice1.pkl,val_green,2,70,378.08
T2M_6_1_slice1.pkl,val_green,2,71,375.81
T2M_6_1_slice1.pkl,val_green,2,72,376.48
T2M_6_1_slice1.pkl,val_green,2,73,373.72
T2M_6_1_slice1.pkl,val_green,2,74,369.79
T2M_6_1_slice1.pkl,val_green,2,75,359.31
T2M_6_1_slice1.pkl,val_green,2,76,350.5
T2M_6_1_slice1.pkl,val_green,2,77,331.83
T2M_6_1_slice1.pkl,val_green,2,78,326.06
T2M_6_1_slice1.pkl,val_green,2,79,317.27
T2M_6_1_slice1.pkl,val_green,2,80,302.92
T2M_6_1_slice1.pkl,val_green,2,81,300.87
T2M_6_1_slice1.pkl,val_green,2,82,292.04
T2M_6_1_slice1.pkl,val_green,2,83,285.53
T2M_6_1_slice1.pkl,val_green,2,84,273.82
T2M_6_1_slice1.pkl,val_green,2,85,265.71
T2M_6_1_slice1.pkl,val_green,2,86,257.58
T2M_6_1_slice1.pkl,val_green,2,87,247.88
T2M_6_1_slice1.pkl,val_green,2,88,236.93
T2M_6_1_slice1.pkl,val_green,2,89,242.14
T2M_6_1_slice1.pkl,val_green,2,90,241.42
T2M_6_1_slice1.pkl,val_green,2,91,249.75
T2M_6_1_slice1.pkl,val_green,2,92,259.24
T2M_6_1_slice1.pkl,val_green,2,93,278.99
T2M_6_1_slice1.pkl,val_green,2,94,296.27
T2M_6_1_slice1.pkl,val_green,2,95,312.59
T2M_6_1_slice1.pkl,val_green,2,96,321.53
T2M_6_1_slice1.pkl,val_green,2,97,333.13
T2M_6_1_slice1.pkl,val_green,2,98,339.17
T2M_6_1_slice1.pkl,val_green,2,99,337.29
T2M_6_1_slice1.pkl,val_green,2,100,349.79
T2M_6_1_slice1.pkl,val_green,2,101,358.34
T2M_6_1_slice1.pkl,val_green,2,102,357.69
T2M_6_1_slice1.pkl,val_green,2,103,370.03
T2M_6_1_slice1.pkl,val_green,2,104,379.32
T2M_6_1_slice1.pkl,val_green,2,105,383.91
T2M_6_1_slice1.pkl,val_green,2,106,387.77
T2M_6_1_slice1.pkl,val_green,2,107,385.46
T2M_6_1_slice1.pkl,val_green,2,108,365.45
T2M_6_1_slice1.pkl,val_green,2,109,343.82
T2M_6_1_slice1.pkl,val_green,2,110,329.99
T2M_6_1_slice1.pkl,val_green,2,111,309.66
T2M_6_1_slice1.pkl,val_green,2,112,293.49
T2M_6_1_slice1.pkl,val_green,2,113,280.68
T2M_6_1_slice1.pkl,val_green,2,114,268.48
T2M_6_1_slice1.pkl,val_green,2,115,253.63
T2M_6_1_slice1.pkl,val_green,2,116,244.27
T2M_6_1_slice1.pkl,val_green,2,117,240.31
T2M_6_1_slice1.pkl,val_green,2,118,239.92
T2M_6_1_slice1.pkl,val_green,2,119,244.98
T2M_6_1_slice1.pkl,val_green,2,120,255.92
T2M_6_1_slice1.pkl,val_green,2,121,273.59
T2M_6_1_slice1.pkl,val_green,2,122,280.99
T2M_6_1_slice1.pkl,val_green,2,123,290.46
T2M_6_1_slice1.pkl,val_green,2,124,298.99
T2M_6_1_slice1.pkl,val_green,2,125,310.57
T2M_6_1_slice1.pkl,val_green,2,126,315.01
T2M_6_1_slice1.pkl,val_green,2,127,330.08
T2M_6_1_slice1.pkl,val_green,2,128,338.86
T2M_6_1_slice1.pkl,val_green,2,129,351.21
T2M_6_1_slice1.pkl,val_green,2,130,362.75
T2M_6_1_slice1.pkl,val_green,2,131,374.06
T2M_6_1_slice1.pkl,val_green,2,132,386.58
T2M_6_1_slice1.pkl,val_green,2,133,386.51
T2M_6_1_slice1.pkl,val_green,2,134,393.76
T2M_6_1_slice1.pkl,val_green,2,135,402.43
T2M_6_1_slice1.pkl,val_green,2,136,402.49
T2M_6_1_slice1.pkl,val_green,2,137,394.3
T2M_6_1_slice1.pkl,val_green,2,138,387.36
T2M_6_1_slice1.pkl,val_green,2,139,381.31
T2M_6_1_slice1.pkl,val_green,2,140,374.18
T2M_6_1_slice1.pkl,val_green,2,141,373.37
T2M_6_1_slice1.pkl,val_green,2,142,374.62
T2M_6_1_slice1.pkl,val_green,2,143,378.14
T2M_6_1_slice1.pkl,val_green,2,144,369.63
T2M_6_1_slice1.pkl,val_green,2,145,367.12
T2M_6_1_slice1.pkl,val_green,2,146,356.71
T2M_6_1_slice1.pkl,val_green,2,147,340.27
T2M_6_1_slice1.pkl,val_green,2,148,327.63
T2M_6_1_slice1.pkl,val_green,2,149,321.75
T2M_6_1_slice1.pkl,val_green,2,150,323.96
T2M_6_1_slice1.pkl,val_green,2,151,321.73
T2M_6_1_slice1.pkl,val_green,2,152,322.98
T2M_6_1_slice1.pkl,val_green,2,153,329.41
T2M_6_1_slice1.pkl,val_green,2,154,338.08
T2M_6_1_slice1.pkl,val_green,2,155,339.38
T2M_6_1_slice1.pkl,val_green,2,156,358.28
T2M_6_1_slice1.pkl,val_green,2,157,367.54
T2M_6_1_slice1.pkl,val_green,2,158,382.12
T2M_6_1_slice1.pkl,val_green,2,159,395.48
T2M_6_1_slice1.pkl,val_green,2,160,417
T2M_6_1_slice1.pkl,val_green,2,161,430.35
T2M_6_1_slice1.pkl,val_green,2,162,444.82
T2M_6_1_slice1.pkl,val_green,2,163,458.44
T2M_6_1_slice1.pkl,val_green,2,164,463.46
T2M_6_1_slice1.pkl,val_green,2,165,464.45
T2M_6_1_slice1.pkl,val_green,2,166,461.52
T2M_6_1_slice1.pkl,val_green,2,167,464.78
T2M_6_1_slice1.pkl,val_green,2,168,462
T2M_6_1_slice1.pkl,val_green,2,169,465.11
T2M_6_1_slice1.pkl,val_green,2,170,464.66
T2M_6_1_slice1.pkl,val_green,2,171,455.95
T2M_6_1_slice1.pkl,val_green,2,172,445.6
T2M_6_1_slice1.pkl,val_green,2,173,446.26
T2M_6_1_slice1.pkl,val_green,2,174,439.22
T2M_6_1_slice1.pkl,val_green,2,175,429.33
T2M_6_1_slice1.pkl,val_green,2,176,416.71
T2M_6_1_slice1.pkl,val_green,2,177,405.85
T2M_6_1_slice1.pkl,val_green,2,178,390.96
T2M_6_1_slice1.pkl,val_green,2,179,380.02
T2M_6_1_slice1.pkl,val_green,2,180,368.24
T2M_6_1_slice1.pkl,val_green,2,181,356.76
T2M_6_1_slice1.pkl,val_green,2,182,349.78
T2M_6_1_slice1.pkl,val_green,2,183,343.87
T2M_6_1_slice1.pkl,val_green,2,184,335.48
T2M_6_1_slice1.pkl,val_green,2,185,336.26
T2M_6_1_slice1.pkl,val_green,2,186,329.57
T2M_6_1_slice1.pkl,val_green,2,187,335.15
T2M_6_1_slice1.pkl,val_green,2,188,338.1
T2M_6_1_slice1.pkl,val_green,2,189,350.33
T2M_6_1_slice1.pkl,val_green,2,190,360.61
T2M_6_1_slice1.pkl,val_green,2,191,367.23
T2M_6_1_slice1.pkl,val_green,2,192,376.75
T2M_6_1_slice1.pkl,val_green,2,193,389.84
T2M_6_1_slice1.pkl,val_green,2,194,404.29
T2M_6_1_slice1.pkl,val_green,2,195,416.09
T2M_6_1_slice1.pkl,val_green,2,196,428.89
T2M_6_1_slice1.pkl,val_green,2,197,436.49
T2M_6_1_slice1.pkl,val_green,2,198,446.72
T2M_6_1_slice1.pkl,val_green,2,199,452.15
T2M_6_1_slice1.pkl,val_green,2,200,454.49
T2M_6_1_slice1.pkl,val_green,2,201,452.67
T2M_6_1_slice1.pkl,val_green,2,202,436.15
T2M_6_1_slice1.pkl,val_green,2,203,429.87
T2M_6_1_slice1.pkl,val_green,2,204,409.37
T2M_6_1_slice1.pkl,val_green,2,205,392.16
T2M_6_1_slice1.pkl,val_green,2,206,382.45
T2M_6_1_slice1.pkl,val_green,2,207,361
T2M_6_1_slice1.pkl,val_green,2,208,349.66
T2M_6_1_slice1.pkl,val_green,2,209,337.11
T2M_6_1_slice1.pkl,val_green,2,210,330.59
T2M_6_1_slice1.pkl,val_green,2,211,312.66
T2M_6_1_slice1.pkl,val_green,2,212,299.85
T2M_6_1_slice1.pkl,val_green,2,213,281.09
T2M_6_1_slice1.pkl,val_green,2,214,271.11
T2M_6_1_slice1.pkl,val_green,2,215,264.84
T2M_6_1_slice1.pkl,val_green,2,216,262.62
T2M_6_1_slice1.pkl,val_green,2,217,269.09
T2M_6_1_slice1.pkl,val_green,2,218,276.23
T2M_6_1_slice1.pkl,val_green,2,219,280.18
T2M_6_1_slice1.pkl,val_green,2,220,289.78
T2M_6_1_slice1.pkl,val_green,2,221,301.49
T2M_6_1_slice1.pkl,val_green,2,222,320.91
T2M_6_1_slice1.pkl,val_green,2,223,331.67
T2M_6_1_slice1.pkl,val_green,2,224,340.23
T2M_6_1_slice1.pkl,val_green,2,225,343.53
T2M_6_1_slice1.pkl,val_green,2,226,340.15
T2M_6_1_slice1.pkl,val_green,2,227,338.16
T2M_6_1_slice1.pkl,val_green,2,228,343.32
T2M_6_1_slice1.pkl,val_green,2,229,341.51
T2M_6_1_slice1.pkl,val_green,2,230,334.75
T2M_6_1_slice1.pkl,val_green,2,231,325.81
T2M_6_1_slice1.pkl,val_green,2,232,315.67
T2M_6_1_slice1.pkl,val_green,2,233,305.83
T2M_6_1_slice1.pkl,val_green,2,234,302.34
T2M_6_1_slice1.pkl,val_green,2,235,298.25
T2M_6_1_slice1.pkl,val_green,2,236,287.89
T2M_6_1_slice1.pkl,val_green,2,237,281.74
T2M_6_1_slice1.pkl,val_green,2,238,269.08
T2M_6_1_slice1.pkl,val_green,2,239,259.47
T2M_6_1_slice1.pkl,val_green,2,240,244.96
T2M_6_1_slice1.pkl,val_green,2,241,235.23
T2M_6_1_slice1.pkl,val_green,2,242,223.63
T2M_6_1_slice1.pkl,val_green,2,243,210.63
T2M_6_1_slice0.pkl,val_green,2,0,264
T2M_6_1_slice0.pkl,val_green,2,1,220
T2M_6_1_slice0.pkl,val_green,2,2,204
T2M_6_1_slice0.pkl,val_green,2,3,198.42
T2M_6_1_slice0.pkl,val_green,2,4,219.38
T2M_6_1_slice0.pkl,val_green,2,5,237.83
T2M_6_1_slice0.pkl,val_green,2,6,244.91
T2M_6_1_slice0.pkl,val_green,2,7,276.11
T2M_6_1_slice0.pkl,val_green,2,8,317.64
T2M_6_1_slice0.pkl,val_green,2,9,356.66
T2M_6_1_slice0.pkl,val_green,2,10,389.92
T2M_6_1_slice0.pkl,val_green,2,11,396.55
T2M_6_1_slice0.pkl,val_green,2,12,401.12
T2M_6_1_slice0.pkl,val_green,2,13,389.57
T2M_6_1_slice0.pkl,val_green,2,14,383.54
T2M_6_1_slice0.pkl,val_green,2,15,369.71
T2M_6_1_slice0.pkl,val_green,2,16,368.63
T2M_6_1_slice0.pkl,val_green,2,17,377.33
T2M_6_1_slice0.pkl,val_green,2,18,376.46
T2M_6_1_slice0.pkl,val_green,2,19,382.25
T2M_6_1_slice0.pkl,val_green,2,20,376.61
T2M_6_1_slice0.pkl,val_green,2,21,375.53
T2M_6_1_slice0.pkl,val_green,2,22,380.05
T2M_6_1_slice0.pkl,val_green,2,23,376.8
T2M_6_1_slice0.pkl,val_green,2,24,382.53
T2M_6_1_slice0.pkl,val_green,2,25,381.06
T2M_6_1_slice0.pkl,val_green,2,26,394.04
T2M_6_1_slice0.pkl,val_green,2,27,395.58
T2M_6_1_slice0.pkl,val_green,2,28,392.58
T2M_6_1_slice0.pkl,val_green,2,29,399.42
T2M_6_1_slice0.pkl,val_green,2,30,394.69
T2M_6_1_slice0.pkl,val_green,2,31,390.22
T2M_6_1_slice0.pkl,val_green,2,32,391.18
T2M_6_1_slice0.pkl,val_green,2,33,374.02
T2M_6_1_slice0.pkl,val_green,2,34,374.86
T2M_6_1_slice0.pkl,val_green,2,35,373.6
T2M_6_1_slice0.pkl,val_green,2,36,377.03
T2M_6_1_slice0.pkl,val_green,2,37,377.23
T2M_6_1_slice0.pkl,val_green,2,38,372.44
T2M_6_1_slice0.pkl,val_green,2,39,356.24
T2M_6_1_slice0.pkl,val_green,2,40,347.53
T2M_6_1_slice0.pkl,val_green,2,41,345.38
T2M_6_1_slice0.pkl,val_green,2,42,338.26
T2M_6_1_slice0.pkl,val_green,2,43,333.09
T2M_6_1_slice0.pkl,val_green,2,44,326.99
T2M_6_1_slice0.pkl,val_green,2,45,336.14
T2M_6_1_slice0.pkl,val_green,2,46,346.09
T2M_6_1_slice0.pkl,val_green,2,47,353.55
T2M_6_1_slice0.pkl,val_green,2,48,366.49
T2M_6_1_slice0.pkl,val_green,2,49,373.03
T2M_6_1_slice0.pkl,val_green,2,50,389.27
T2M_6_1_slice0.pkl,val_green,2,51,377.81
T2M_6_1_slice0.pkl,val_green,2,52,364.28
T2M_6_1_slice0.pkl,val_green,2,53,358.67
T2M_6_1_slice0.pkl,val_green,2,54,369.33
T2M_6_1_slice0.pkl,val_green,2,55,368.6
T2M_6_1_slice0.pkl,val_green,2,56,372.06
T2M_6_1_slice0.pkl,val_green,2,57,367.7
T2M_6_1_slice0.pkl,val_green,2,58,360.62
T2M_6_1_slice0.pkl,val_green,2,59,354.47
T2M_6_1_slice0.pkl,val_green,2,60,339.09
T2M_6_1_slice0.pkl,val_green,2,61,318.09
T2M_6_1_slice0.pkl,val_green,2,62,302
T2M_6_1_slice0.pkl,val_green,2,63,272.58
T2M_6_1_slice0.pkl,val_green,2,64,253.78
T2M_6_1_slice0.pkl,val_green,2,65,236.68
T2M_6_1_slice0.pkl,val_green,2,66,216.72
T2M_6_1_slice0.pkl,val_green,2,67,206.79
T2M_6_1_slice0.pkl,val_green,2,68,191.05
T2M_6_1_slice0.pkl,val_green,2,69,197.15
T2M_6_1_slice0.pkl,val_green,2,70,197.28
T2M_6_1_slice0.pkl,val_green,2,71,206.73
T2M_6_1_slice0.pkl,val_green,2,72,224.19
T2M_6_1_slice0.pkl,val_green,2,73,241.56
T2M_6_1_slice0.pkl,val_green,2,74,271.26
T2M_6_1_slice0.pkl,val_green,2,75,300.34
T2M_6_1_slice0.pkl,val_green,2,76,332.2
T2M_6_1_slice0.pkl,val_green,2,77,342.09
T2M_6_1_slice0.pkl,val_green,2,78,358.68
T2M_6_1_slice0.pkl,val_green,2,79,366.76
T2M_6_1_slice0.pkl,val_green,2,80,380.58
T2M_6_1_slice0.pkl,val_green,2,81,381.33
T2M_6_1_slice0.pkl,val_green,2,82,392.88
T2M_6_1_slice0.pkl,val_green,2,83,395.69
T2M_6_1_slice0.pkl,val_green,2,84,402.01
T2M_6_1_slice0.pkl,val_green,2,85,406.06
T2M_6_1_slice0.pkl,val_green,2,86,400.92
T2M_6_1_slice0.pkl,val_green,2,87,380.35
T2M_6_1_slice0.pkl,val_green,2,88,366.29
T2M_6_1_slice0.pkl,val_green,2,89,348.75
T2M_6_1_slice0.pkl,val_green,2,90,326.33
T2M_6_1_slice0.pkl,val_green,2,91,312.95
T2M_6_1_slice0.pkl,val_green,2,92,301.01
T2M_6_1_slice0.pkl,val_green,2,93,291.74
T2M_6_1_slice0.pkl,val_green,2,94,274.35
T2M_6_1_slice0.pkl,val_green,2,95,261.34
T2M_6_1_slice0.pkl,val_green,2,96,240.25
T2M_6_1_slice0.pkl,val_green,2,97,222.85
T2M_6_1_slice0.pkl,val_green,2,98,210.47
T2M_6_1_slice0.pkl,val_green,2,99,200.08
T2M_6_1_slice0.pkl,val_green,2,100,198.79
T2M_6_1_slice0.pkl,val_green,2,101,193.44
T2M_6_1_slice0.pkl,val_green,2,102,203.65
T2M_6_1_slice0.pkl,val_green,2,103,214.1
T2M_6_1_slice0.pkl,val_green,2,104,225.94
T2M_6_1_slice0.pkl,val_green,2,105,237.84
T2M_6_1_slice0.pkl,val_green,2,106,248.07
T2M_6_1_slice0.pkl,val_green,2,107,265.65
T2M_6_1_slice0.pkl,val_green,2,108,288.7
T2M_6_1_slice0.pkl,val_green,2,109,311.18
T2M_6_1_slice0.pkl,val_green,2,110,328.15
T2M_6_1_slice0.pkl,val_green,2,111,340.71
T2M_6_1_slice0.pkl,val_green,2,112,356.74
T2M_6_1_slice0.pkl,val_green,2,113,359.72
T2M_6_1_slice0.pkl,val_green,2,114,363.13
T2M_6_1_slice0.pkl,val_green,2,115,369.77
T2M_6_1_slice0.pkl,val_green,2,116,362.95
T2M_6_1_slice0.pkl,val_green,2,117,355.71
T2M_6_1_slice0.pkl,val_green,2,118,348.22
T2M_6_1_slice0.pkl,val_green,2,119,331.94
T2M_6_1_slice0.pkl,val_green,2,120,313.19
T2M_6_1_slice0.pkl,val_green,2,121,285.28
T2M_6_1_slice0.pkl,val_green,2,122,261.59
T2M_6_1_slice0.pkl,val_green,2,123,239.84
T2M_6_1_slice0.pkl,val_green,2,124,230.12
T2M_6_1_slice0.pkl,val_green,2,125,234.32
T2M_6_1_slice0.pkl,val_green,2,126,239.22
T2M_6_1_slice0.pkl,val_green,2,127,245.19
T2M_6_1_slice0.pkl,val_green,2,128,255.21
T2M_6_1_slice0.pkl,val_green,2,129,266.49
T2M_6_1_slice0.pkl,val_green,2,130,275.13
T2M_6_1_slice0.pkl,val_green,2,131,282.07
T2M_6_1_slice0.pkl,val_green,2,132,287.76
T2M_6_1_slice0.pkl,val_green,2,133,290.09
T2M_6_1_slice0.pkl,val_green,2,134,292.4
T2M_6_1_slice0.pkl,val_green,2,135,286.49
T2M_6_1_slice0.pkl,val_green,2,136,294
T2M_6_1_slice0.pkl,val_green,2,137,292.4
T2M_6_1_slice0.pkl,val_green,2,138,290.2
T2M_6_1_slice0.pkl,val_green,2,139,288.28
T2M_6_1_slice0.pkl,val_green,2,140,293.07
T2M_6_1_slice0.pkl,val_green,2,141,291.16
T2M_6_1_slice0.pkl,val_green,2,142,297.37
T2M_6_1_slice0.pkl,val_green,2,143,307.69
T2M_6_1_slice0.pkl,val_green,2,144,309.26
T2M_6_1_slice0.pkl,val_green,2,145,321.61
T2M_6_1_slice0.pkl,val_green,2,146,325.45
T2M_6_1_slice0.pkl,val_green,2,147,328.25
T2M_6_1_slice0.pkl,val_green,2,148,328.92
T2M_6_1_slice0.pkl,val_green,2,149,334.48
T2M_6_1_slice0.pkl,val_green,2,150,333.5
T2M_6_1_slice0.pkl,val_green,2,151,326.99
T2M_6_1_slice0.pkl,val_green,2,152,322.09
T2M_6_1_slice0.pkl,val_green,2,153,324.45
T2M_6_1_slice0.pkl,val_green,2,154,313.09
T2M_6_1_slice0.pkl,val_green,2,155,309.95
T2M_6_1_slice0.pkl,val_green,2,156,309.28
T2M_6_1_slice0.pkl,val_green,2,157,316.04
T2M_6_1_slice0.pkl,val_green,2,158,315.59
T2M_6_1_slice0.pkl,val_green,2,159,314.76
T2M_6_1_slice0.pkl,val_green,2,160,314.4
T2M_6_1_slice0.pkl,val_green,2,161,318.65
T2M_6_1_slice0.pkl,val_green,2,162,320.06
T2M_6_1_slice0.pkl,val_green,2,163,326.84
T2M_6_1_slice0.pkl,val_green,2,164,334.77
T2M_6_1_slice0.pkl,val_green,2,165,349.01
T2M_6_1_slice0.pkl,val_green,2,166,358.35
T2M_6_1_slice0.pkl,val_green,2,167,374.63
T2M_6_1_slice0.pkl,val_green,2,168,378.44
T2M_6_1_slice0.pkl,val_green,2,169,373.19
T2M_6_1_slice0.pkl,val_green,2,170,379.45
T2M_6_1_slice0.pkl,val_green,2,171,376.74
T2M_6_1_slice0.pkl,val_green,2,172,371.07
T2M_6_1_slice0.pkl,val_green,2,173,374.29
T2M_6_1_slice0.pkl,val_green,2,174,374.4
T2M_6_1_slice0.pkl,val_green,2,175,387.8
T2M_6_1_slice0.pkl,val_green,2,176,398.57
T2M_6_1_slice0.pkl,val_green,2,177,407.07
T2M_6_1_slice0.pkl,val_green,2,178,406.82
T2M_6_1_slice0.pkl,val_green,2,179,397.85
T2M_6_1_slice0.pkl,val_green,2,180,392.47
T2M_6_1_slice0.pkl,val_green,2,181,385.48
T2M_6_1_slice0.pkl,val_green,2,182,382.86
T2M_6_1_slice0.pkl,val_green,2,183,380.06
T2M_6_1_slice0.pkl,val_green,2,184,370.62
T2M_6_1_slice0.pkl,val_green,2,185,368.3
T2M_6_1_slice0.pkl,val_green,2,186,363.98
T2M_6_1_slice0.pkl,val_green,2,187,366.38
T2M_6_1_slice0.pkl,val_green,2,188,358.88
T2M_6_1_slice0.pkl,val_green,2,189,351.14
T2M_6_1_slice0.pkl,val_green,2,190,343.64
T2M_6_1_slice0.pkl,val_green,2,191,316.35
T2M_6_1_slice0.pkl,val_green,2,192,299.89
T2M_6_1_slice0.pkl,val_green,2,193,283.02
T2M_6_1_slice0.pkl,val_green,2,194,269.54
T2M_6_1_slice0.pkl,val_green,2,195,266
T2M_6_1_slice0.pkl,val_green,2,196,261.02
T2M_6_1_slice0.pkl,val_green,2,197,258.25
T2M_6_1_slice0.pkl,val_green,2,198,258.19
T2M_6_1_slice0.pkl,val_green,2,199,255.7
T2M_6_1_slice0.pkl,val_green,2,200,257.56
T2M_6_1_slice0.pkl,val_green,2,201,260.83
T2M_6_1_slice0.pkl,val_green,2,202,267.46
T2M_6_1_slice0.pkl,val_green,2,203,276.93
T2M_6_1_slice0.pkl,val_green,2,204,276.7
T2M_6_1_slice0.pkl,val_green,2,205,279.43
T2M_6_1_slice0.pkl,val_green,2,206,276.08
T2M_6_1_slice0.pkl,val_green,2,207,279.42
T2M_6_1_slice0.pkl,val_green,2,208,272.54
T2M_6_1_slice0.pkl,val_green,2,209,275.77
T2M_6_1_slice0.pkl,val_green,2,210,273.8
T2M_6_1_slice0.pkl,val_green,2,211,271.38
T2M_6_1_slice0.pkl,val_green,2,212,270.4
T2M_6_1_slice0.pkl,val_green,2,213,272
T2M_6_1_slice0.pkl,val_green,2,214,270.69
T2M_6_1_slice0.pkl,val_green,2,215,271.86
T2M_6_1_slice0.pkl,val_green,2,216,265.94
T2M_6_1_slice0.pkl,val_green,2,217,258.95
T2M_6_1_slice0.pkl,val_green,2,218,252.84
T2M_6_1_slice0.pkl,val_green,2,219,244.91
T2M_6_1_slice0.pkl,val_green,2,220,236.96
T2M_6_1_slice0.pkl,val_green,2,221,232.12
T2M_6_1_slice0.pkl,val_green,2,222,232.28
T2M_6_1_slice0.pkl,val_green,2,223,229.19
T2M_6_1_slice0.pkl,val_green,2,224,230.63
T2M_6_1_slice0.pkl,val_green,2,225,227.39
T2M_6_1_slice0.pkl,val_green,2,226,220.37
T2M_6_1_slice0.pkl,val_green,2,227,208.45
T2M_6_1_slice0.pkl,val_green,2,228,196.76
T2M_6_1_slice0.pkl,val_green,2,229,185.16
T2M_6_1_slice0.pkl,val_green,2,230,172.37
T2M_6_1_slice0.pkl,val_green,2,231,164.58
T2M_6_1_slice0.pkl,val_green,2,232,161.54
T2M_6_1_slice0.pkl,val_green,2,233,158.56
T2M_6_1_slice0.pkl,val_green,2,234,159.66
T2M_6_1_slice0.pkl,val_green,2,235,160.11
T2M_6_1_slice0.pkl,val_green,2,236,155.26
T2M_6_1_slice0.pkl,val_green,2,237,154.7
T2M_6_1_slice0.pkl,val_green,2,238,149.34
T2M_6_1_slice0.pkl,val_green,2,239,142.48
T2M_6_1_slice0.pkl,val_green,2,240,134.97
T2M_6_1_slice0.pkl,val_green,2,241,129.72
T2M_6_1_slice0.pkl,val_green,2,242,123.04
T2M_6_1_slice0.pkl,val_green,2,243,117.67
T3M_7_1_slice8.pkl,val_green,0,0,8
T3M_7_1_slice8.pkl,val_green,0,1,7
T3M_7_1_slice8.pkl,val_green,0,2,5.02
T3M_7_1_slice8.pkl,val_green,0,3,6.36
T3M_7_1_slice8.pkl,val_green,0,4,6.31
T3M_7_1_slice8.pkl,val_green,0,5,5.19
T3M_7_1_slice8.pkl,val_green,0,6,7.64
T3M_7_1_slice8.pkl,val_green,0,7,8.01
T3M_7_1_slice8.pkl,val_green,0,8,8.38
T3M_7_1_slice8.pkl,val_green,0,9,8.32
T3M_7_1_slice8.pkl,val_green,0,10,8.81
T3M_7_1_slice8.pkl,val_green,0,11,7.91
T3M_7_1_slice8.pkl,val_green,0,12,10.06
T3M_7_1_slice8.pkl,val_green,0,13,11.23
T3M_7_1_slice8.pkl,val_green,0,14,11.82
T3M_7_1_slice8.pkl,val_green,0,15,12.63
T3M_7_1_slice8.pkl,val_green,0,16,16.54
T3M_7_1_slice8.pkl,val_green,0,17,19.87
T3M_7_1_slice8.pkl,val_green,0,18,26.72
T3M_7_1_slice8.pkl,val_green,0,19,33.61
T3M_7_1_slice8.pkl,val_green,0,20,43.29
